frame_n,nano_sec,sec,size,compression rate,n_change,
972,50453200,0,788140276,0.603505,200,0.00504532
973,59650200,0,795687418,0.608658,200,0.00596502
974,56992000,0,803065657,0.613672,200,0.0056992
975,59228800,0,810660671,0.618841,200,0.00592288
976,61668700,0,818120005,0.623896,200,0.00616687
977,56019300,0,825763716,0.629082,200,0.00560193
978,54463400,0,833239690,0.634129,200,0.00544634
979,52175100,0,840769424,0.639206,200,0.00521751
980,47964700,0,848130312,0.644145,200,0.00479647
981,44886700,0,855520014,0.649096,200,0.00448867
982,78056800,0,863286292,0.654322,200,0.00780568
983,53112200,0,870720851,0.659286,200,0.00531122
984,53468900,0,878179417,0.664258,200,0.00534689
985,64510400,0,886018911,0.669509,200,0.00645104
986,46055900,0,893526686,0.674498,200,0.00460559
987,56441200,0,901251236,0.67964,200,0.00564412
988,58252200,0,909163690,0.684914,200,0.00582522
989,71740800,0,917101346,0.690196,200,0.00717408
990,65003700,0,925096744,0.69551,200,0.00650037
991,42821600,0,932728110,0.700541,200,0.00428216
992,47799400,0,785665726,0.589493,200,0.00477994
993,55607200,0,792247236,0.593833,200,0.00556072
994,57338100,0,798853322,0.598183,200,0.00573381
995,61019300,0,805483785,0.602542,200,0.00610193
996,75270500,0,812138767,0.606911,200,0.00752705
997,67612800,0,818817557,0.611289,200,0.00676128
998,65762500,0,825520330,0.615676,200,0.00657625
999,75995300,0,833697488,0.621153,200,0.00759953
1000,185849100,2,824317625,0.613551,200,0.01858491
1001,44420200,0,824867576,0.613348,200,0.00444202
1002,27327800,0,825443070,0.613163,200,0.00273278
1003,33394200,0,826043908,0.612999,200,0.00333942
1004,31727600,0,826670403,0.612853,200,0.00317276
1005,27823300,0,827322441,0.612727,200,0.00278233
1006,29243800,0,828000079,0.61262,200,0.00292438
1007,29300000,0,828703175,0.612532,200,0.00293
1008,28310100,0,829431757,0.612463,200,0.00283101
1009,32275800,0,830185683,0.612412,200,0.00322758
1010,32827800,0,830965010,0.612381,200,0.00328278
1011,32997700,0,831769880,0.612368,200,0.00329977
1012,36784700,0,832600350,0.612375,200,0.00367847
1013,37856600,0,833455709,0.612399,200,0.00378566
1014,30047800,0,834336355,0.612442,200,0.00300478
1015,34305500,0,835242345,0.612504,200,0.00343055
1016,39435300,0,836174049,0.612584,200,0.00394353
1017,34261200,0,837131239,0.612683,200,0.00342612
1018,29728500,0,838114029,0.6128,200,0.00297285
1019,31154700,0,839122476,0.612936,200,0.00311547
1020,29387800,0,840156466,0.61309,200,0.00293878
1021,33411200,0,841215288,0.613262,200,0.00334112
1022,30443900,0,842299511,0.613453,200,0.00304439
1023,28630100,0,843409021,0.613661,200,0.00286301
1024,32997600,0,844543875,0.613887,200,0.00329976
1025,49926100,0,845704269,0.614131,200,0.00499261
1026,47300900,0,847790931,0.615047,200,0.00473009
1027,35503200,0,849869913,0.615956,200,0.00355032
1028,37056900,0,852089240,0.616964,200,0.00370569
1029,52517400,0,854501790,0.61811,200,0.00525174
1030,47694800,0,856771236,0.619151,200,0.00476948
1031,42614900,0,859066339,0.620208,200,0.00426149
1032,36639400,0,861214953,0.621157,200,0.00366394
1033,32421000,0,863561199,0.622247,200,0.0032421
1034,31436500,0,865761127,0.623229,200,0.00314365
1035,41459000,0,868158317,0.624352,200,0.0041459
1036,33989300,0,870580595,0.62549,200,0.00339893
1037,34034800,0,872893106,0.626547,200,0.00340348
1038,31889400,0,875365816,0.627717,200,0.00318894
1039,32930900,0,877695678,0.628783,200,0.00329309
1040,33779000,0,880218877,0.629985,200,0.0033779
1041,38908000,0,882763011,0.631199,200,0.0038908
1042,32020400,0,885168905,0.632313,200,0.00320204
1043,33941500,0,887632769,0.633465,200,0.00339415
1044,32941900,0,890252679,0.634727,200,0.00329419
1045,40105400,0,892901773,0.636007,200,0.00401054
1046,46896500,0,895408332,0.637184,200,0.00468965
1047,40091600,0,898107858,0.638495,200,0.00400916
1048,38107800,0,900832984,0.639822,200,0.00381078
1049,35167700,0,903456791,0.641074,200,0.00351677
1050,35410900,0,905893149,0.642191,200,0.00354109
1051,33846600,0,908465443,0.643403,200,0.00338466
1052,41860600,0,748219653,0.529408,200,0.00418606
1053,36038800,0,750813451,0.53074,200,0.00360388
1054,32382400,0,753494033,0.53213,200,0.00323824
1055,34042300,0,756236624,0.533561,200,0.00340423
1056,38689200,0,759004502,0.535007,200,0.00386892
1057,40490800,0,761858908,0.536511,200,0.00404908
1058,47275200,0,764869531,0.538123,200,0.00472752
1059,41468600,0,726310693,0.510513,200,0.00414686
1060,53289000,0,728355883,0.511468,200,0.0053289
1061,51761200,0,730426531,0.512439,200,0.00517612
1062,41165200,0,732522665,0.513426,200,0.00411652
1063,36711700,0,734643375,0.514429,200,0.00367117
1064,45123400,0,736789230,0.515447,200,0.00451234
1065,35573100,0,738960116,0.51648,200,0.00355731
1066,47945300,0,741155834,0.51753,200,0.00479453
1067,74852900,0,743376697,0.518594,200,0.00748529
1068,37156400,0,745622335,0.519674,200,0.00371564
1069,44739500,0,747892805,0.52077,200,0.00447395
1070,67201900,0,750188989,0.521881,200,0.00672019
1071,41171300,0,752510147,0.523007,200,0.00411713
1072,41105900,0,754856649,0.524149,200,0.00411059
1073,66844200,0,757228808,0.525307,200,0.00668442
1074,77668900,0,759625742,0.526479,200,0.00776689
1075,85154800,0,762047508,0.527667,200,0.00851548
1076,94654300,0,764494419,0.52887,200,0.00946543
1077,73809400,0,766966617,0.530088,200,0.00738094
1078,45721200,0,769464415,0.531321,200,0.00457212
1079,52813900,0,771986985,0.53257,200,0.00528139
1080,47484600,0,775418671,0.534442,200,0.00474846
1081,51315300,0,779231029,0.536573,200,0.00513153
1082,52663800,0,782908788,0.538608,200,0.00526638
1083,59940800,0,786640762,0.540676,200,0.00599408
1084,51158200,0,790233984,0.542645,200,0.00511582
1085,54707800,0,794015935,0.54474,200,0.00547078
1086,53599100,0,797855685,0.546871,200,0.00535991
1087,42822600,0,801524171,0.548881,200,0.00428226
1088,43397300,0,745435103,0.510002,200,0.00433973
1089,37208000,0,748207845,0.51143,200,0.0037208
1090,39178100,0,751005163,0.512871,200,0.00391781
1091,39715500,0,753827370,0.514327,200,0.00397155
1092,41100300,0,756674608,0.515797,200,0.00411003
1093,45837700,0,759546934,0.517282,200,0.00458377
1094,63359300,0,762444405,0.518781,200,0.00633593
1095,44754800,0,765367163,0.520295,200,0.00447548
1096,44341300,0,768315265,0.521823,200,0.00443413
1097,59146400,0,771288057,0.523365,200,0.00591464
1098,47205000,0,774285055,0.52492,200,0.0047205
1099,40351500,0,777307397,0.52649,200,0.00403515
1100,49630600,0,780355140,0.528074,200,0.00496306
1101,50286100,0,783428170,0.529673,200,0.00502861
1102,40387000,0,786526032,0.531285,200,0.0040387
1103,45209600,0,789649039,0.532912,200,0.00452096
1104,51497800,0,792797077,0.534552,200,0.00514978
1105,48475400,0,795970203,0.536206,200,0.00484754
1106,56178100,0,799168101,0.537874,200,0.00561781
1107,49421600,0,803364971,0.540211,200,0.00494216
1108,50848000,0,807754609,0.542673,200,0.0050848
1109,43588200,0,811837872,0.544925,200,0.00435882
1110,50909200,0,816310710,0.547434,200,0.00509092
1111,55364600,0,820804796,0.549953,200,0.00553646
1112,57120900,0,825323771,0.552483,200,0.00571209
1113,65983600,0,829704193,0.554917,200,0.00659836
1114,43437500,0,834142471,0.557385,200,0.00434375
1115,40695000,0,838572927,0.559844,200,0.0040695
1116,56951600,0,843220613,0.562443,200,0.00569516
1117,49971900,0,847700619,0.564925,200,0.00499719
1118,54781600,0,774345524,0.515579,200,0.00547816
1119,46754300,0,777867322,0.517461,200,0.00467543
1120,45623900,0,781414208,0.519357,200,0.00456239
1121,47157400,0,784985727,0.521266,200,0.00471574
1122,73189200,0,788582277,0.523188,200,0.00731892
1123,66104200,0,792203915,0.525123,200,0.00661042
1124,47736100,0,795849987,0.527071,200,0.00477361
1125,51652300,0,799520777,0.529031,200,0.00516523
1126,56480700,0,803215375,0.531004,200,0.00564807
1127,54428700,0,806935118,0.532991,200,0.00544287
1128,50770800,0,810679380,0.53499,200,0.00507708
1129,64962600,0,814449242,0.537002,200,0.00649626
1130,56187400,0,818243481,0.539026,200,0.00561874
1131,43925200,0,822062495,0.541064,200,0.00439252
1132,54557100,0,825907109,0.543115,200,0.00545571
1133,58473900,0,829776495,0.545178,200,0.00584739
1134,42582500,0,834509429,0.547804,200,0.00425825
1135,58585600,0,839631227,0.550681,200,0.00585856
1136,48332100,0,844773818,0.553567,200,0.00483321
1137,55908100,0,850133440,0.556589,200,0.00559081
1138,62413000,0,855522502,0.559626,200,0.0062413
1139,47021400,0,860575749,0.562438,200,0.00470214
1140,51481700,0,865818123,0.565368,200,0.00514817
1141,64510500,0,871117585,0.56833,200,0.00645105
1142,60526300,0,876601481,0.571408,200,0.00605263
1143,70252600,0,882142607,0.574517,200,0.00702526
1144,58146400,0,887512213,0.577509,200,0.00581464
1145,60382800,0,892910804,0.580515,200,0.00603828
1146,70365400,0,802470913,0.521262,200,0.00703654
1147,115967700,0,806686727,0.523544,200,0.01159677
1148,60411800,0,810927686,0.525838,200,0.00604118
1149,53945700,0,815193164,0.528145,200,0.00539457
1150,52708400,0,819483474,0.530463,200,0.00527084
1151,92808900,0,823797962,0.532793,200,0.00928089
1152,48284600,0,828137168,0.535135,200,0.00482846
1153,62793800,0,832501718,0.537489,200,0.00627938
1154,57628800,0,836890389,0.539854,200,0.00576288
1155,58891400,0,841304091,0.542232,200,0.00588914
1156,75824700,0,845742625,0.544622,200,0.00758247
1157,48782200,0,850205280,0.547023,200,0.00487822
1158,40348100,0,854692710,0.549435,200,0.00403481
1159,57225000,0,859204204,0.551859,200,0.0057225
1160,72551000,0,863740982,0.554296,200,0.0072551
1161,67467400,0,869333820,0.557405,200,0.00674674
1162,58476400,0,875152194,0.560653,200,0.00584764
1163,56873300,0,880827521,0.563804,200,0.00568733
1164,59091900,0,886723719,0.567091,200,0.00590919
1165,48969400,0,892616333,0.57037,200,0.00489694
1166,55636200,0,898529996,0.573656,200,0.00556362
1167,59065100,0,904304850,0.576849,200,0.00590651
1168,57995700,0,910300120,0.580177,200,0.00579957
1169,61331700,0,916287568,0.583494,200,0.00613317
1170,48737000,0,922173014,0.58674,200,0.0048737
1171,53381800,0,928210780,0.590078,200,0.00533818
1172,55157500,0,934301595,0.593443,200,0.00551575
1173,56597700,0,940421281,0.596821,200,0.00565977
1174,60342200,0,946565287,0.600209,200,0.00603422
1175,52543900,0,952697318,0.603584,200,0.00525439
1176,57386800,0,959018560,0.607073,200,0.00573868
1177,64086900,0,850163135,0.537709,200,0.00640869
1178,53427300,0,855144759,0.540401,200,0.00534273
1179,63564200,0,860150845,0.543104,200,0.00635642
1180,53452000,0,865182275,0.545818,200,0.0053452
1181,63123800,0,870238338,0.548543,200,0.00631238
1182,54265700,0,875319176,0.551279,200,0.00542657
1183,54118700,0,880425614,0.554027,200,0.00541187
1184,57417000,0,885556685,0.556786,200,0.0057417
1185,76391800,0,890713043,0.559556,200,0.00763918
1186,63427500,0,895893977,0.562336,200,0.00634275
1187,66855600,0,901099171,0.565127,200,0.00668556
1188,68246900,0,907553705,0.568697,200,0.00682469
1189,63946800,0,914262959,0.572419,200,0.00639468
1190,72368700,0,920799726,0.576028,200,0.00723687
1191,63299200,0,927557876,0.579769,200,0.00632992
1192,59972600,0,934307834,0.583498,200,0.00599726
1193,73320300,0,940951353,0.587155,200,0.00733203
1194,57290300,0,947590463,0.590803,200,0.00572903
1195,66070700,0,954249541,0.594458,200,0.00660707
1196,58069300,0,961125821,0.598241,200,0.00580693
1197,68875300,0,968030915,0.602036,200,0.00688753
1198,68927600,0,974956745,0.605838,200,0.00689276
1199,66431800,0,981910792,0.60965,200,0.00664318
1200,59888000,0,988533006,0.613251,200,0.0059888
1201,63514300,0,995530516,0.617078,200,0.00635143
1202,64441800,0,1002552403,0.620914,200,0.00644418
1203,71351900,0,1009603929,0.624762,200,0.00713519
1204,82934200,0,884261707,0.546744,200,0.00829342
1205,63476700,0,889908931,0.549779,200,0.00634767
1206,51632500,0,895580361,0.552825,200,0.00516325
1207,53718400,0,901276111,0.55588,200,0.00537184
1208,79659300,0,906996238,0.558945,200,0.00796593
1209,68077300,0,912741652,0.562021,200,0.00680773
1210,70499300,0,918510874,0.565106,200,0.00704993
1211,61034000,0,924302937,0.568201,200,0.0061034
1212,50083300,0,930119775,0.571305,200,0.00500833
1213,65368800,0,935961189,0.57442,200,0.00653688
1214,61313600,0,941827375,0.577544,200,0.00613136
1215,55102400,0,948971061,0.581446,200,0.00551024
1216,55287500,0,955983419,0.585261,200,0.00552875
1217,46233200,0,963020410,0.589085,200,0.00462332
1218,53185100,0,970274944,0.593036,200,0.00531851
1219,70080500,0,977521030,0.596975,200,0.00700805
1220,74621400,0,985176261,0.601158,200,0.00746214
1221,74411700,0,992664267,0.605231,200,0.00744117
1222,60455500,0,1000016849,0.609216,200,0.00604555
1223,59557600,0,1007393865,0.613208,200,0.00595576
1224,69939900,0,1014795087,0.617209,200,0.00699399
1225,65408400,0,1022380885,0.621316,200,0.00654084
1226,109753700,0,1030572436,0.625783,200,0.01097537
1227,85144900,0,1038559642,0.63012,200,0.00851449
1228,64735200,0,1046058656,0.634153,200,0.00647352
1229,76565600,0,1054131423,0.638528,200,0.00765656
1230,66464600,0,1061675237,0.642575,200,0.00664646
1231,69105900,0,921633619,0.557362,200,0.00691059
1232,77208500,0,927941323,0.560722,200,0.00772085
1233,67769200,0,934273489,0.564091,200,0.00677692
1234,71799000,0,940629975,0.567469,200,0.0071799
1235,84106200,0,947011350,0.570856,200,0.00841062
1236,65408500,0,953416988,0.574253,200,0.00654085
1237,61769300,0,959846946,0.577659,200,0.00617693
1238,86827900,0,966300513,0.581073,200,0.00868279
1239,65975500,0,972778343,0.584497,200,0.00659755
1240,52975300,0,979281261,0.58793,200,0.00529753
1241,66934100,0,985808439,0.591372,200,0.00669341
1242,56126600,0,993613117,0.595575,200,0.00561266
1243,59362700,0,1001479491,0.599807,200,0.00593627
1244,57287100,0,1009370754,0.604048,200,0.00572871
1245,53591400,0,1017280904,0.608293,200,0.00535914
1246,61828300,0,1025220494,0.612549,200,0.00618283
1247,65283000,0,1033376973,0.616928,200,0.0065283
1248,74441100,0,1041557203,0.621314,200,0.00744411
1249,68659200,0,1049758169,0.625705,200,0.00686592
1250,234114600,0,1188198989,0.707656,200,0.02341146
1251,38945800,0,1189682771,0.707973,200,0.00389458
1252,34916500,0,1190999385,0.708191,200,0.00349165
1253,31798000,0,1192501343,0.708519,200,0.0031798
1254,29785000,0,1194061726,0.708881,200,0.0029785
1255,34578600,0,1195455140,0.709143,200,0.00345786
1256,35305100,0,1196874154,0.70942,200,0.00353051
1257,35949600,0,1198670825,0.70992,200,0.00359496
1258,31393000,0,1200140271,0.710226,200,0.0031393
1259,32141800,0,1201827829,0.71066,200,0.00321418
1260,39442700,0,1203700927,0.711203,200,0.00394427
1261,29957600,0,1206344645,0.7122,200,0.00299576
1262,29242000,0,1209427659,0.713455,200,0.0029242
1263,37161300,0,1212118282,0.714477,200,0.00371613
1264,35732600,0,1214834192,0.715511,200,0.00357326
1265,32235800,0,1217608214,0.716579,200,0.00322358
1266,33794600,0,1220397944,0.717654,200,0.00337946
1267,38413100,0,1054609655,0.619673,200,0.00384131
1268,33295200,0,1056526077,0.62031,200,0.00332952
1269,30971400,0,1058468213,0.620961,200,0.00309714
1270,36230200,0,1060550267,0.621693,200,0.00362302
1271,40481100,0,1062452609,0.622318,200,0.00404811
1272,47041700,0,1064519616,0.623039,200,0.00470417
1273,42161500,0,1066471878,0.623692,200,0.00421615
1274,43730700,0,1068588236,0.624439,200,0.00437307
1275,33989400,0,1070725899,0.625198,200,0.00339894
1276,31728200,0,1072720145,0.625872,200,0.00317282
1277,42731900,0,1074911767,0.62666,200,0.00427319
1278,41154100,0,1077157263,0.627478,200,0.00411541
1279,44405500,0,1079398805,0.628293,200,0.00444055
1280,39535900,0,1081661851,0.629119,200,0.00395359
1281,37038000,0,1083954650,0.62996,200,0.0037038
1282,41000200,0,1086133472,0.630735,200,0.00410002
1283,39599800,0,1088476902,0.631603,200,0.00395998
1284,38451600,0,1090841637,0.632483,200,0.00384516
1285,33736300,0,1093268779,0.633397,200,0.00337363
1286,39074500,0,1095684145,0.634303,200,0.00390745
1287,45574300,0,1098288724,0.635317,200,0.00455743
1288,39905600,0,1101704965,0.636799,200,0.00399056
1289,39926500,0,1105154315,0.638298,200,0.00399265
1290,38775500,0,1108592458,0.639788,200,0.00387755
1291,46741600,0,1081301440,0.623554,200,0.00467416
1292,87551900,0,889517798,0.512562,200,0.00875519
1293,43313400,0,891131685,0.513095,200,0.00433134
1294,32680500,0,892771115,0.513642,200,0.00326805
1295,39228000,0,894435633,0.514203,200,0.0039228
1296,43047900,0,896125865,0.514777,200,0.00430479
1297,37511600,0,897841071,0.515365,200,0.00375116
1298,38372700,0,899581877,0.515967,200,0.00383727
1299,40881800,0,901348340,0.516582,200,0.00408818
1300,39887500,0,903139834,0.517211,200,0.00398875
1301,34759000,0,904956672,0.517853,200,0.0034759
1302,35661200,0,906798911,0.51851,200,0.00356612
1303,36655200,0,908666181,0.519179,200,0.00366552
1304,35862300,0,910558795,0.519861,200,0.00358623
1305,37802700,0,912476867,0.520558,200,0.00378027
1306,38615200,0,914419401,0.521267,200,0.00386152
1307,40359300,0,916386767,0.521989,200,0.00403593
1308,50726600,0,918379790,0.522724,200,0.00507266
1309,43042900,0,920397588,0.523473,200,0.00430429
1310,42134200,0,922439962,0.524234,200,0.00421342
1311,59108500,0,924507225,0.525009,200,0.00591085
1312,48596000,0,926600031,0.525796,200,0.0048596
1313,35425300,0,928717157,0.526597,200,0.00354253
1314,41718200,0,930859286,0.52741,200,0.00417182
1315,36693300,0,933845788,0.5287,200,0.00366933
1316,36781300,0,937025058,0.530097,200,0.00367813
1317,41004900,0,940127073,0.531449,200,0.00410049
1318,39088500,0,943287143,0.532831,200,0.00390885
1319,47684700,0,946603629,0.534299,200,0.00476847
1320,52265600,0,949814444,0.535705,200,0.00522656
1321,55807900,0,953243058,0.537233,200,0.00558079
1322,54980200,0,906841073,0.510695,200,0.00549802
1323,53341100,0,909210473,0.511642,200,0.00533411
1324,41168800,0,911605359,0.512603,200,0.00411688
1325,36314000,0,914025333,0.513576,200,0.0036314
1326,38456600,0,916470196,0.514562,200,0.00384566
1327,37667400,0,918940346,0.51556,200,0.00376674
1328,39268000,0,921435584,0.516571,200,0.0039268
1329,46745900,0,923955967,0.517595,200,0.00467459
1330,41983800,0,926501893,0.518631,200,0.00419838
1331,53028400,0,929072395,0.519679,200,0.00530284
1332,53766900,0,931668611,0.520741,200,0.00537669
1333,42737600,0,934289801,0.521814,200,0.00427376
1334,43126000,0,936936079,0.5229,200,0.0043126
1335,42902000,0,939607758,0.523999,200,0.0042902
1336,45600300,0,942304724,0.52511,200,0.00456003
1337,43200600,0,945026778,0.526233,200,0.00432006
1338,47379800,0,947774489,0.527369,200,0.00473798
1339,43778300,0,950546975,0.528517,200,0.00437783
1340,42107300,0,953344805,0.529677,200,0.00421073
1341,46670600,0,956167382,0.53085,200,0.00466706
1342,37850400,0,959961308,0.532559,200,0.00378504
1343,45429700,0,963943906,0.534371,200,0.00454297
1344,44589800,0,967787809,0.536103,200,0.00445898
1345,43196200,0,971853351,0.537955,200,0.00431962
1346,48100900,0,975779885,0.539727,200,0.00481009
1347,54095200,0,980054892,0.54169,200,0.00540952
1348,47638400,0,984224370,0.543591,200,0.00476384
1349,46699700,0,988390008,0.545487,200,0.00466997
1350,58859800,0,992609776,0.547411,200,0.00588598
1351,58757900,0,928880860,0.511886,200,0.00587579
1352,49490000,0,931978210,0.513214,200,0.004949
1353,43949300,0,935100961,0.514553,200,0.00439493
1354,56455700,0,938247975,0.515904,200,0.00564557
1355,45263100,0,941420333,0.517266,200,0.00452631
1356,49715000,0,944618092,0.518641,200,0.0049715
1357,48335900,0,947840370,0.520027,200,0.00483359
1358,50194500,0,951086968,0.521424,200,0.00501945
1359,60428000,0,954358512,0.522833,200,0.0060428
1360,51671800,0,957654518,0.524253,200,0.00516718
1361,50060200,0,960975612,0.525685,200,0.00500602
1362,42963100,0,964321851,0.527128,200,0.00429631
1363,44244500,0,967693377,0.528583,200,0.00442445
1364,49082100,0,971089991,0.53005,200,0.00490821
1365,52880200,0,974511238,0.531528,200,0.00528802
1366,57761600,0,977957772,0.533018,200,0.00577616
1367,57405700,0,981429394,0.534519,200,0.00574057
1368,70990700,0,984925507,0.536031,200,0.00709907
1369,51033800,0,989613897,0.53819,200,0.00510338
1370,41171400,0,994167119,0.540272,200,0.00411714
1371,44768000,0,998908302,0.542452,200,0.0044768
1372,54899000,0,1003707796,0.544662,200,0.0054899
1373,57591700,0,1008528538,0.546879,200,0.00575917
1374,54156500,0,1013340633,0.549089,200,0.00541565
1375,55875500,0,1018214367,0.551329,200,0.00558755
1376,44472700,0,1023142117,0.553595,200,0.00444727
1377,44118900,0,1028062301,0.555853,200,0.00441189
1378,50491800,0,1032842851,0.558033,200,0.00504918
1379,47271200,0,1037812073,0.560312,200,0.00472712
1380,57749300,0,957145271,0.516386,200,0.00577493
1381,51619100,0,960963261,0.518071,200,0.00516191
1382,52043900,0,964806083,0.519766,200,0.00520439
1383,61167100,0,968673794,0.521473,200,0.00611671
1384,51475700,0,972566792,0.52319,200,0.00514757
1385,55552400,0,976484622,0.524919,200,0.00555524
1386,52495100,0,980427910,0.526659,200,0.00524951
1387,52760100,0,984395660,0.528409,200,0.00527601
1388,47218700,0,988388242,0.53017,200,0.00472187
1389,65512400,0,992405969,0.531942,200,0.00655124
1390,63188300,0,996448727,0.533725,200,0.00631883
1391,59551000,0,1000516061,0.535519,200,0.0059551
1392,49886000,0,1004608540,0.537324,200,0.0049886
1393,57369100,0,1008726306,0.539139,200,0.00573691
1394,54822300,0,1012868904,0.540965,200,0.00548223
1395,56166700,0,1017035993,0.542801,200,0.00561667
1396,67386300,0,1022066911,0.545096,200,0.00673863
1397,58565200,0,1027676133,0.547696,200,0.00585652
1398,46412400,0,1033151012,0.55022,200,0.00464124
1399,50884200,0,1038487338,0.552667,200,0.00508842
1400,47848900,0,1044012336,0.55521,200,0.00478489
1401,47843900,0,1049361775,0.557657,200,0.00478439
1402,48722600,0,1054936437,0.56022,200,0.00487226
1403,46973100,0,1060371067,0.562705,200,0.00469731
1404,53818900,0,1065990643,0.565285,200,0.00538189
1405,54836200,0,1071634937,0.567874,200,0.00548362
1406,47916400,0,1077144575,0.570388,200,0.00479164
1407,55052700,0,1082838846,0.572996,200,0.00550527
1408,54895000,0,1088398660,0.575529,200,0.0054895
1409,47163700,0,1094171722,0.578171,200,0.00471637
1410,50998800,0,1099964438,0.58082,200,0.00509988
1411,52790500,0,1000749717,0.528057,200,0.00527905
1412,55145000,0,1005339291,0.530103,200,0.0055145
1413,63196400,0,1009953555,0.53216,200,0.00631964
1414,71787700,0,1014592793,0.534227,200,0.00717877
1415,45988700,0,1019256607,0.536303,200,0.00459887
1416,50513500,0,1023945310,0.53839,200,0.00505135
1417,60714200,0,1028658276,0.540487,200,0.00607142
1418,60187300,0,1033395050,0.542593,200,0.00601873
1419,52728100,0,1038156969,0.544709,200,0.00527281
1420,55402400,0,1042943407,0.546836,200,0.00554024
1421,50967600,0,1047754421,0.548972,200,0.00509676
1422,65476400,0,1052589414,0.551118,200,0.00654764
1423,49930900,0,1058672748,0.553913,200,0.00499309
1424,73042400,0,1064817522,0.556737,200,0.00730424
1425,73371300,0,1071147441,0.559654,200,0.00733713
1426,68467800,0,1077500855,0.562579,200,0.00684678
1427,43556300,0,1083526333,0.565329,200,0.00435563
1428,66178200,0,1089961980,0.568289,200,0.00661782
1429,57653800,0,1096389634,0.57124,200,0.00576538
1430,58127100,0,1102678280,0.574116,200,0.00581271
1431,48665700,0,1108995712,0.577002,200,0.00486657
1432,59110100,0,1115497350,0.579979,200,0.00591101
1433,62755800,0,1121860236,0.582881,200,0.00627558
1434,58202900,0,1128444875,0.585893,200,0.00582029
1435,61451400,0,1135053521,0.588914,200,0.00614514
1436,69665700,0,1141490903,0.591842,200,0.00696657
1437,63254900,0,1147956758,0.594781,200,0.00632549
1438,80051300,0,1032256908,0.534462,200,0.00800513
1439,59824100,0,1037510034,0.536809,200,0.00598241
1440,68411400,0,1042788106,0.539166,200,0.00684114
1441,67777700,0,1048090128,0.541531,200,0.00677777
1442,63503100,0,1053416726,0.543906,200,0.00635031
1443,62527600,0,1058767957,0.546291,200,0.00625276
1444,54412300,0,1064143963,0.548684,200,0.00544123
1445,61700800,0,1069544545,0.551088,200,0.00617008
1446,64758100,0,1074970272,0.5535,200,0.00647581
1447,66228100,0,1080420774,0.555923,200,0.00662281
1448,69190700,0,1085896108,0.558354,200,0.00691907
1449,66220500,0,1091396193,0.560796,200,0.00662205
1450,58643100,0,1098178151,0.563891,200,0.00586431
1451,56567500,0,1104984941,0.566996,200,0.00565675
1452,120511300,0,1112365740,0.57039,200,0.01205113
1453,63356800,0,1119418546,0.573612,200,0.00633568
1454,46598200,0,1126140088,0.57666,200,0.00465982
1455,43889300,0,1132854007,0.579699,200,0.00438893
1456,51786600,0,1139816701,0.582862,200,0.00517866
1457,59317600,0,1146607875,0.585932,200,0.00593176
1458,68783700,0,1153591163,0.589097,200,0.00687837
1459,73306700,0,1160978817,0.592463,200,0.00733067
1460,86263500,0,1177521799,0.600494,200,0.00862635
1461,63005400,0,1043730972,0.531902,200,0.00630054
1462,105733300,0,1049551394,0.534502,200,0.01057333
1463,55096100,0,1055395368,0.537111,200,0.00550961
1464,114430800,0,1061264231,0.539729,200,0.01144308
1465,54906000,0,1067157869,0.542356,200,0.0054906
1466,51982800,0,1073076083,0.544993,200,0.00519828
1467,56185500,0,1079017707,0.547637,200,0.00561855
1468,64035300,0,1084983537,0.55029,200,0.00640353
1469,59855500,0,1090973687,0.552952,200,0.00598555
1470,56091800,0,1096987190,0.555621,200,0.00560918
1471,52931300,0,1103025212,0.5583,200,0.00529313
1472,57976200,0,1109087298,0.560987,200,0.00579762
1473,56789700,0,1115174273,0.563684,200,0.00567897
1474,53907400,0,1121285511,0.566388,200,0.00539074
1475,56475700,0,1127421581,0.569102,200,0.00564757
1476,68578400,0,1133582679,0.571825,200,0.00685784
1477,68605400,0,1141020765,0.575187,200,0.00686054
1478,60587300,0,1148519779,0.578576,200,0.00605873
1479,70877500,0,1156042658,0.581972,200,0.00708775
1480,54673500,0,1163749800,0.585457,200,0.00546735
1481,63956900,0,1171514542,0.588965,200,0.00639569
1482,59885900,0,1179111405,0.592385,200,0.00598859
1483,71640300,0,1186890995,0.595891,200,0.00716403
1484,66152000,0,1194529785,0.599323,200,0.0066152
1485,62918200,0,1202390129,0.60286,200,0.00629182
1486,71891400,0,1210437751,0.606487,200,0.00718914
1487,58041600,0,1218149501,0.609941,200,0.00580416
1488,66244000,0,1226081724,0.6135,200,0.0066244
1489,93243100,0,1234395330,0.617246,200,0.00932431
1490,82767700,0,1242536904,0.6209,200,0.00827677
1491,90085500,0,1250703367,0.624562,200,0.00900855
1492,70974600,0,1258926861,0.628248,200,0.00709746
1493,62655300,0,1266981907,0.631844,200,0.00626553
1494,61025800,0,1275057547,0.635446,200,0.00610258
1495,82886300,0,1097452810,0.546568,200,0.00828863
1496,69357400,0,1131748108,0.563272,200,0.00693574
1497,69378500,0,1138417483,0.566213,200,0.00693785
1498,96814200,0,1145111633,0.569163,200,0.00968142
1499,184652100,0,1151830615,0.57212,200,0.01846521
1500,283203300,0,1286048402,0.638362,200,0.02832033
1501,43752300,0,1286598296,0.638209,200,0.00437523
1502,42267500,0,1287173278,0.63807,200,0.00422675
