frame_n,nano_sec,sec,size,compression rate,
1035,24298700,0,151308313,0.108816,0.00242987
1036,25191000,0,151759903,0.109036,0.0025191
1037,27402400,0,152211493,0.109255,0.00274024
1038,27871600,0,152663083,0.109473,0.00278716
1039,28620600,0,153114673,0.109692,0.00286206
1040,24760600,0,153566263,0.109909,0.00247606
1041,25521900,0,154017853,0.110127,0.00255219
1042,26101300,0,154469443,0.110344,0.00261013
1043,26514000,0,154921033,0.110561,0.0026514
1044,24677100,0,155372623,0.110777,0.00246771
1045,24944400,0,155824213,0.110992,0.00249444
1046,25342300,0,156275803,0.111208,0.00253423
1047,27788700,0,156727393,0.111423,0.00277887
1048,24972300,0,157178983,0.111637,0.00249723
1049,25280200,0,157630573,0.111851,0.00252802
1050,25326400,0,158082163,0.112065,0.00253264
1051,25485800,0,158533753,0.112278,0.00254858
1052,24563400,0,158985343,0.112491,0.00245634
1053,25799000,0,159453317,0.112715,0.0025799
1054,29166700,0,159921291,0.112939,0.00291667
1055,27022600,0,160389265,0.113162,0.00270226
1056,28429700,0,160875671,0.113398,0.00284297
1057,31280100,0,161362077,0.113633,0.00312801
1058,33032200,0,161868963,0.113883,0.00330322
1059,38675200,0,161868963,0.113775,0.00386752
1060,26831200,0,161868963,0.113668,0.00268312
1061,25840700,0,161868963,0.113561,0.00258407
1062,38550800,0,161868963,0.113454,0.00385508
1063,27224000,0,161868963,0.113348,0.0027224
1064,29720300,0,161868963,0.113241,0.00297203
1065,36199700,0,106801239,0.0746465,0.00361997
1066,29184100,0,107333725,0.0749483,0.00291841
1067,28577700,0,107866211,0.0752496,0.00285777
1068,30012700,0,108398697,0.0755503,0.00300127
1069,30244300,0,108953711,0.0758662,0.00302443
1070,26826400,0,109508782,0.0761815,0.00268264
1071,30045900,0,110063796,0.0764962,0.00300459
1072,31817300,0,110618810,0.0768103,0.00318173
1073,26081500,0,111173824,0.0771238,0.00260815
1074,32152000,0,111728838,0.0774367,0.0032152
1075,34682800,0,112283852,0.0777491,0.00346828
1076,47878700,0,112838866,0.0780608,0.00478787
1077,41816200,0,113393880,0.078372,0.00418162
1078,30273800,0,113948894,0.0786826,0.00302738
1079,29377300,0,114503908,0.0789926,0.00293773
1080,31942400,0,115058922,0.0793021,0.00319424
1081,28666200,0,115613936,0.079611,0.00286662
1082,25896600,0,116168950,0.0799193,0.00258966
1083,26201700,0,116723964,0.0802271,0.00262017
1084,25073800,0,117278978,0.0805342,0.00250738
1085,26330400,0,117833992,0.0808409,0.00263304
1086,25536300,0,118407438,0.0811595,0.00255363
1087,28275000,0,118980884,0.0814776,0.0028275
1088,30452900,0,119568666,0.081805,0.00304529
1089,31442900,0,120156448,0.0821317,0.00314429
1090,33076600,0,120744230,0.0824578,0.00330766
1091,34757700,0,105633636,0.0720725,0.00347577
1092,25701400,0,106235754,0.072417,0.00257014
1093,25806800,0,106856304,0.0727734,0.00258068
1094,28808100,0,107476854,0.0731292,0.00288081
1095,27536000,0,108097404,0.0734844,0.0027536
1096,28845800,0,108717954,0.0738388,0.00288458
1097,28195700,0,109354888,0.0742038,0.00281957
1098,31164800,0,109991822,0.0745681,0.00311648
1099,26126400,0,110628813,0.0749317,0.00261264
1100,27471100,0,111265747,0.0752947,0.00274711
1101,28215100,0,111902681,0.075657,0.00282151
1102,28073800,0,112539615,0.0760186,0.00280738
1103,27342700,0,113176549,0.0763796,0.00273427
1104,26419100,0,113813483,0.07674,0.00264191
1105,28678200,0,114450417,0.0770996,0.00286782
1106,27771400,0,115087351,0.0774587,0.00277714
1107,25023900,0,115724285,0.0778171,0.00250239
1108,25970600,0,116361219,0.0781748,0.00259706
1109,26370200,0,116998153,0.0785319,0.00263702
1110,29744400,0,117635087,0.0788884,0.00297444
1111,25264900,0,118272021,0.0792442,0.00252649
1112,25597100,0,118908955,0.0795993,0.00255971
1113,30342600,0,119545889,0.0799539,0.00303426
1114,26724700,0,120182823,0.0803078,0.00267247
1115,30835200,0,120819757,0.0806611,0.00308352
1116,31237000,0,121456691,0.0810137,0.0031237
1117,33946700,0,122093625,0.0813657,0.00339467
1118,28316700,0,122730559,0.0817171,0.00283167
1119,26910300,0,123367493,0.0820678,0.00269103
1120,30264500,0,124004427,0.0824179,0.00302645
1121,27727800,0,124641361,0.0827674,0.00277278
1122,27261600,0,125278295,0.0831163,0.00272616
1123,26527100,0,125915229,0.0834645,0.00265271
1124,27252200,0,126552163,0.0838122,0.00272522
1125,32047700,0,127189097,0.0841592,0.00320477
1126,27677100,0,127826031,0.0845056,0.00276771
1127,24844800,0,128462965,0.0848514,0.00248448
1128,26294700,0,129099899,0.0851966,0.00262947
1129,25227300,0,129736833,0.0855411,0.00252273
1130,27576100,0,130373767,0.0858851,0.00275761
1131,28181400,0,131010701,0.0862284,0.00281814
1132,24709100,0,131647635,0.0865712,0.00247091
1133,25960200,0,132284569,0.0869133,0.00259602
1134,27031600,0,132921503,0.0872548,0.00270316
1135,26202500,0,133558437,0.0875958,0.00262025
1136,26628900,0,134195371,0.0879361,0.00266289
1137,26533500,0,134832305,0.0882758,0.00265335
1138,26537400,0,135469239,0.088615,0.00265374
1139,27750100,0,136106173,0.0889535,0.00277501
1140,28481100,0,136758467,0.0893015,0.00284811
1141,27171500,0,137410761,0.0896489,0.00271715
1142,28658100,0,138063055,0.0899956,0.00286581
1143,31635600,0,138715349,0.0903418,0.00316356
1144,28954900,0,139383003,0.0906973,0.00289549
1145,37311700,0,140050657,0.0910522,0.00373117
1146,37098700,0,140050657,0.0909729,0.00370987
1147,29111000,0,140050657,0.0908936,0.0029111
1148,32852000,0,140050657,0.0908145,0.0032852
1149,27010400,0,140050657,0.0907355,0.00270104
1150,26493100,0,140050657,0.0906567,0.00264931
1151,36244000,0,112916469,0.0730289,0.0036244
1152,35637500,0,113601531,0.0734083,0.00356375
1153,31912400,0,114286593,0.073787,0.00319124
1154,30079700,0,114971655,0.074165,0.00300797
1155,33139600,0,115656717,0.0745424,0.00331396
1156,52768700,0,116341779,0.0749191,0.00527687
1157,42450600,0,117026841,0.0752952,0.00424506
1158,33736800,0,117711903,0.0756706,0.00337368
1159,27995400,0,118397022,0.0760454,0.00279954
1160,30310700,0,119082084,0.0764195,0.00303107
1161,32163300,0,119767146,0.076793,0.00321633
1162,28262900,0,120452208,0.0771659,0.00282629
1163,29484600,0,121137270,0.0775381,0.00294846
1164,26737900,0,121822332,0.0779096,0.00267379
1165,34853400,0,122507394,0.0782805,0.00348534
1166,32206500,0,123192456,0.0786508,0.00322065
1167,30973600,0,123877518,0.0790205,0.00309736
1168,31751000,0,124562580,0.0793895,0.0031751
1169,30208700,0,125247642,0.0797579,0.00302087
1170,28682300,0,125932704,0.0801257,0.00286823
1171,28915900,0,126617766,0.0804928,0.00289159
1172,29643700,0,127302828,0.0808593,0.00296437
1173,32999400,0,127987890,0.0812252,0.00329994
1174,35977200,0,128672952,0.0815905,0.00359772
1175,34394200,0,129375422,0.0819662,0.00343942
1176,34104500,0,130077892,0.0823412,0.00341045
1177,32045300,0,130780362,0.0827156,0.00320453
1178,32581900,0,131482832,0.0830894,0.00325819
1179,30006600,0,132185302,0.0834625,0.00300066
1180,33429600,0,132887772,0.083835,0.00334296
1181,36317500,0,133590242,0.0842068,0.00363175
1182,39544800,0,133590242,0.0841357,0.00395448
1183,40322500,0,133590242,0.0840646,0.00403225
1184,28214500,0,133590242,0.0839937,0.00282145
1185,31706700,0,133590242,0.0839228,0.00317067
1186,27186000,0,133590242,0.0838521,0.0027186
1187,27162500,0,133590242,0.0837816,0.00271625
1188,26991400,0,133590242,0.0837111,0.00269914
1189,26704000,0,133590242,0.0836407,0.0026704
1190,27247200,0,118025265,0.0738335,0.00272472
1191,26831200,0,118748215,0.0742234,0.00268312
1192,29391300,0,119471165,0.0746127,0.00293913
1193,32425100,0,120194115,0.0750013,0.00324251
1194,30257500,0,120917065,0.0753893,0.00302575
1195,30533800,0,121640015,0.0757767,0.00305338
1196,30734300,0,122362965,0.0761633,0.00307343
1197,28065000,0,123085972,0.0765494,0.0028065
1198,27777600,0,123808922,0.0769348,0.00277776
1199,28715000,0,124531872,0.0773196,0.0028715
1200,27610900,0,125254822,0.0777037,0.00276109
1201,27935600,0,125977772,0.0780872,0.00279356
1202,30252200,0,126700722,0.07847,0.00302522
1203,28220100,0,127423672,0.0788522,0.00282201
1204,28501900,0,128164030,0.0792445,0.00285019
1205,30200200,0,128904388,0.0796362,0.00302002
1206,33083900,0,129644746,0.0800272,0.00330839
1207,35359300,0,130398416,0.0804258,0.00353593
1208,37357100,0,131152086,0.0808238,0.00373571
1209,36958700,0,131905756,0.081221,0.00369587
1210,31534000,0,132659483,0.0816177,0.0031534
1211,27329300,0,133428513,0.0820231,0.00273293
1212,27363600,0,134197543,0.0824278,0.00273636
1213,27118500,0,134966573,0.0828319,0.00271185
1214,27939500,0,135749939,0.0832441,0.00279395
1215,27847500,0,136533305,0.0836556,0.00278475
1216,33738400,0,137316671,0.0840665,0.00337384
1217,29160700,0,138119493,0.0844885,0.00291607
1218,29247700,0,138937675,0.0849193,0.00292477
1219,38073300,0,138937675,0.0848497,0.00380733
1220,31203000,0,138937675,0.0847802,0.0031203
1221,30311200,0,138937675,0.0847108,0.00303112
1222,31663300,0,138937675,0.0846416,0.00316633
1223,33717800,0,138937675,0.0845724,0.00337178
1224,29977100,0,138937675,0.0845034,0.00299771
1225,29459900,0,138937675,0.0844344,0.00294599
1226,31233500,0,138937675,0.0843656,0.00312335
1227,26643600,0,138937675,0.0842969,0.00266436
1228,33515000,0,138937675,0.0842284,0.0033515
1229,32355500,0,138937675,0.0841599,0.00323555
1230,31838900,0,138937675,0.0840915,0.00318389
1231,37828100,0,138937675,0.0840232,0.00378281
1232,33963500,0,126474373,0.076424,0.00339635
1233,28030200,0,127325323,0.0768758,0.00280302
1234,30723700,0,128176273,0.0773269,0.00307237
1235,29718500,0,129027223,0.0777773,0.00297185
1236,31543300,0,129878173,0.078227,0.00315433
1237,33745700,0,130729123,0.0786759,0.00337457
1238,38896800,0,131580073,0.0791241,0.00388968
1239,35279700,0,132431023,0.0795716,0.00352797
1240,44595100,0,133281973,0.0800184,0.00445951
1241,41062000,0,134132923,0.0804644,0.0041062
1242,38167700,0,134983873,0.0809098,0.00381677
1243,35938800,0,135834880,0.0813544,0.00359388
1244,29428800,0,136685830,0.0817983,0.00294288
1245,26544600,0,137536780,0.0822415,0.00265446
1246,30575800,0,138387730,0.082684,0.00305758
1247,29733000,0,139238680,0.0831257,0.0029733
1248,31024700,0,140089630,0.0835668,0.00310247
1249,25866700,0,140965156,0.0840218,0.00258667
1250,31666200,0,141840682,0.0844761,0.00316662
1251,31286900,0,142716208,0.0849296,0.00312869
1252,36461700,0,143609142,0.0853928,0.00364617
1253,36482700,0,144502076,0.0858552,0.00364827
1254,28104400,0,145395067,0.086317,0.00281044
1255,27951600,0,146288001,0.0867779,0.00279516
1256,30147800,0,147180935,0.0872381,0.00301478
1257,36852900,0,148073869,0.0876976,0.00368529
1258,32939700,0,148966803,0.0881564,0.00329397
1259,30444100,0,149859737,0.0886145,0.00304441
1260,26543100,0,150752671,0.0890718,0.00265431
1261,26924300,0,151645605,0.0895284,0.00269243
1262,31904300,0,152538539,0.0899842,0.00319043
1263,28652200,0,153431473,0.0904394,0.00286522
1264,27396100,0,154324407,0.0908938,0.00273961
1265,27683000,0,155217341,0.0913475,0.0027683
1266,29636000,0,156110275,0.0918005,0.0029636
1267,32926800,0,157003209,0.0922528,0.00329268
1268,28256000,0,157896143,0.0927043,0.0028256
1269,32234500,0,158789077,0.0931552,0.00322345
1270,29867000,0,159682011,0.0936053,0.0029867
1271,27060400,0,160574945,0.0940548,0.00270604
1272,29581800,0,161467879,0.0945035,0.00295818
1273,34384700,0,162360813,0.0949515,0.00343847
1274,38852200,0,163253747,0.0953988,0.00388522
1275,31733600,0,164146681,0.0958455,0.00317336
1276,32995100,0,165039615,0.0962914,0.00329951
1277,27882800,0,165932549,0.0967366,0.00278828
1278,27642000,0,166825483,0.0971811,0.0027642
1279,29115400,0,167718417,0.097625,0.00291154
1280,28791600,0,168611351,0.0980681,0.00287916
1281,30921000,0,169504285,0.0985106,0.0030921
1282,32322700,0,170397219,0.0989523,0.00323227
1283,28665700,0,171290153,0.0993934,0.00286657
1284,34570500,0,172183087,0.0998338,0.00345705
1285,28777500,0,173094453,0.100284,0.00287775
1286,28752300,0,174005819,0.100734,0.00287523
1287,32442400,0,174917185,0.101183,0.00324424
1288,43295300,0,175851079,0.101644,0.00432953
1289,37457100,0,176784973,0.102105,0.00374571
1290,34148300,0,176784973,0.102026,0.00341483
1291,34263000,0,176784973,0.101947,0.0034263
1292,31095900,0,176784973,0.101868,0.00310959
1293,27124600,0,176784973,0.101789,0.00271246
1294,26389000,0,176784973,0.10171,0.0026389
1295,28583400,0,176784973,0.101632,0.00285834
1296,35755400,0,176784973,0.101554,0.00357554
1297,29895000,0,176784973,0.101475,0.0029895
1298,34098500,0,176784973,0.101397,0.00340985
1299,33699800,0,176784973,0.101319,0.00336998
1300,28540500,0,176784973,0.101241,0.00285405
1301,34922700,0,176784973,0.101164,0.00349227
1302,42305000,0,176784973,0.101086,0.0042305
1303,37422400,0,176784973,0.101008,0.00374224
1304,29214900,0,176784973,0.100931,0.00292149
1305,33852200,0,176784973,0.100854,0.00338522
1306,31120600,0,176784973,0.100777,0.00311206
1307,31316200,0,176784973,0.1007,0.00313162
1308,40686900,0,176784973,0.100623,0.00406869
1309,31540500,0,176784973,0.100546,0.00315405
1310,29411100,0,176784973,0.100469,0.00294111
1311,30711800,0,176784973,0.100393,0.00307118
1312,32291800,0,176784973,0.100316,0.00322918
1313,42353300,0,176784973,0.10024,0.00423533
1314,36511700,0,145556200,0.0824698,0.00365117
1315,36147400,0,146521838,0.0829539,0.00361474
1316,30959800,0,147487533,0.0834372,0.00309598
1317,26263900,0,148453171,0.0839197,0.00262639
1318,25849500,0,149418809,0.0844016,0.00258495
1319,27703000,0,150406975,0.0848954,0.0027703
1320,31251800,0,151395141,0.0853885,0.00312518
1321,31652800,0,152383307,0.0858808,0.00316528
1322,31347700,0,153371473,0.0863724,0.00313477
1323,35606200,0,154359639,0.0868632,0.00356062
1324,35666900,0,155347805,0.0873533,0.00356669
1325,29246700,0,156336028,0.0878427,0.00292467
1326,26154400,0,157324194,0.0883313,0.00261544
1327,43590300,0,158312360,0.0888192,0.00435903
1328,59228000,0,159300526,0.0893064,0.0059228
1329,29981900,0,160288692,0.0897928,0.00299819
1330,35630400,0,161276858,0.0902785,0.00356304
1331,48118400,0,162265024,0.0907634,0.00481184
1332,36553800,0,163253190,0.0912476,0.00365538
1333,29378900,0,164241356,0.0917311,0.00293789
1334,28901300,0,165229522,0.0922139,0.00289013
1335,41619400,0,166217688,0.092696,0.00416194
1336,29803800,0,167205854,0.0931773,0.00298038
1337,31300400,0,168194020,0.0936579,0.00313004
1338,27407300,0,169182186,0.0941378,0.00274073
1339,29020400,0,170170352,0.094617,0.00290204
1340,38636900,0,171158518,0.0950955,0.00386369
1341,41495600,0,172146684,0.0955732,0.00414956
1342,26399900,0,173147138,0.0960571,0.00263999
1343,28099500,0,174147592,0.0965402,0.00280995
1344,28669200,0,175148046,0.0970227,0.00286692
1345,30727300,0,176148500,0.0975044,0.00307273
1346,33131800,0,177148954,0.0979853,0.00331318
1347,32569400,0,178149408,0.0984656,0.00325694
1348,34215800,0,179149862,0.0989452,0.00342158
1349,46824300,0,180167724,0.0994336,0.00468243
1350,43618500,0,181185586,0.0999214,0.00436185
1351,49516500,0,181185586,0.0998475,0.00495165
1352,36701200,0,181185586,0.0997737,0.00367012
1353,31295100,0,181185586,0.0997,0.00312951
1354,33427600,0,181185586,0.0996264,0.00334276
1355,28905000,0,181185586,0.0995529,0.0028905
1356,29514700,0,181185586,0.0994796,0.00295147
1357,35360800,0,181185586,0.0994063,0.00353608
1358,32359800,0,181185586,0.0993332,0.00323598
1359,31327100,0,181185586,0.0992601,0.00313271
1360,35230900,0,181185586,0.0991872,0.00352309
1361,35397900,0,181185586,0.0991144,0.00353979
1362,35500800,0,181185586,0.0990417,0.00355008
1363,28934600,0,181185586,0.098969,0.00289346
1364,34823800,0,181185586,0.0988965,0.00348238
1365,44929600,0,181185586,0.0988241,0.00449296
1366,39501000,0,181185586,0.0987518,0.0039501
1367,35470500,0,181185586,0.0986797,0.00354705
1368,33232500,0,181185586,0.0986076,0.00332325
1369,41168600,0,181185586,0.0985356,0.00411686
1370,29988400,0,181185586,0.0984637,0.00299884
1371,28430300,0,181185586,0.098392,0.00284303
1372,34716100,0,151838394,0.0823951,0.00347161
1373,28634900,0,152884928,0.0829026,0.00286349
1374,28810400,0,153931462,0.0834094,0.00288104
1375,29613300,0,154977996,0.0839154,0.00296133
1376,28948300,0,156024530,0.0844207,0.00289483
1377,33476400,0,157071064,0.0849253,0.00334764
1378,31908400,0,158117598,0.0854291,0.00319084
1379,32199200,0,159164132,0.0859323,0.00321992
1380,30070600,0,160210666,0.0864346,0.00300706
1381,34221300,0,161257200,0.0869363,0.00342213
1382,34966600,0,162303734,0.0874372,0.00349666
1383,32012200,0,163350268,0.0879375,0.00320122
1384,30940700,0,164396859,0.088437,0.00309407
1385,30060900,0,165443393,0.0889357,0.00300609
1386,30680600,0,166489927,0.0894338,0.00306806
1387,27221000,0,167536461,0.0899311,0.0027221
1388,30946100,0,168582995,0.0904277,0.00309461
1389,27898200,0,169647961,0.0909335,0.00278982
1390,41069100,0,170725215,0.0914451,0.00410691
1391,30318800,0,171802469,0.091956,0.00303188
1392,36846700,0,172879723,0.0924662,0.00368467
1393,34161400,0,173956977,0.0929756,0.00341614
1394,33805000,0,173956977,0.092909,0.0033805
1395,32827700,0,173956977,0.0928424,0.00328277
1396,31382600,0,173956977,0.092776,0.00313826
1397,41509700,0,173956977,0.0927096,0.00415097
1398,34917700,0,173956977,0.0926434,0.00349177
1399,30120800,0,141224863,0.0751577,0.00301208
1400,34804500,0,142331813,0.0756927,0.00348045
1401,34895500,0,143438763,0.076227,0.00348955
1402,33233200,0,144545713,0.0767605,0.00332332
1403,40644500,0,145652663,0.0772932,0.00406445
1404,33766200,0,146759613,0.0778252,0.00337662
1405,32557700,0,147866563,0.0783565,0.00325577
1406,33454100,0,148973513,0.0788869,0.00334541
1407,34232400,0,150080463,0.0794167,0.00342324
1408,28629300,0,151187470,0.0799457,0.00286293
1409,38638700,0,152294420,0.0804739,0.00386387
1410,40214400,0,153401370,0.0810014,0.00402144
1411,31302900,0,154508320,0.0815281,0.00313029
1412,32123700,0,155615270,0.0820541,0.00321237
1413,29943200,0,156722220,0.0825793,0.00299432
1414,27320900,0,157829170,0.0831038,0.00273209
1415,27621700,0,158936120,0.0836276,0.00276217
1416,26824300,0,160043070,0.0841506,0.00268243
1417,26798100,0,161150020,0.0846729,0.00267981
1418,43662400,0,162256970,0.0851944,0.00436624
1419,26397800,0,163377232,0.0857222,0.00263978
1420,29414800,0,164512854,0.0862573,0.00294148
1421,28117900,0,165648476,0.0867917,0.00281179
1422,31557900,0,166784098,0.0873253,0.00315579
1423,35687700,0,167935080,0.0878661,0.00356877
1424,35685400,0,167935080,0.0878045,0.00356854
1425,29510100,0,167935080,0.0877429,0.00295101
1426,29580500,0,167935080,0.0876814,0.00295805
1427,32295200,0,167935080,0.08762,0.00322952
1428,34716100,0,144550411,0.0753663,0.00347161
1429,32420400,0,145718801,0.0759224,0.00324204
1430,33064800,0,146887191,0.0764776,0.00330648
1431,31801800,0,148055581,0.0770321,0.00318018
1432,33850300,0,149223971,0.0775858,0.00338503
1433,47777200,0,150392361,0.0781388,0.00477772
1434,34788500,0,151560751,0.078691,0.00347885
1435,36837300,0,152745582,0.0792509,0.00368373
1436,32524000,0,153951860,0.0798212,0.0032524
1437,28859600,0,155174522,0.0803992,0.00288596
1438,33370400,0,156397184,0.0809764,0.00333704
1439,53479000,0,157619846,0.0815527,0.0053479
1440,36244700,0,158842508,0.0821283,0.00362447
1441,31751600,0,160065170,0.0827031,0.00317516
1442,36355400,0,161287832,0.0832771,0.00363554
1443,44069100,0,162510494,0.0838502,0.00440691
1444,41880400,0,163733156,0.0844226,0.00418804
1445,43429500,0,164968163,0.0850006,0.00434295
1446,33076900,0,166203113,0.0855777,0.00330769
1447,36239500,0,167438063,0.0861541,0.00362395
1448,31717500,0,168673013,0.0867296,0.00317175
1449,35858900,0,169907963,0.0873043,0.00358589
1450,35043300,0,171142913,0.0878783,0.00350433
1451,35647700,0,172395271,0.0884604,0.00356477
1452,29751200,0,173647629,0.0890417,0.00297512
1453,31576300,0,174899987,0.0896222,0.00315763
1454,32323500,0,176152345,0.0902019,0.00323235
1455,34790300,0,177404703,0.0907808,0.00347903
1456,38046100,0,178657061,0.0913589,0.00380461
1457,45491400,0,179909419,0.0919362,0.00454914
1458,43103000,0,179909419,0.0918732,0.0043103
1459,32185400,0,179909419,0.0918103,0.00321854
1460,30838200,0,179909419,0.0917474,0.00308382
1461,31956300,0,179909419,0.0916847,0.00319563
1462,32370100,0,179909419,0.091622,0.00323701
1463,30509600,0,179909419,0.0915594,0.00305096
1464,32634600,0,179909419,0.0914969,0.00326346
1465,32072800,0,179909419,0.0914345,0.00320728
1466,37195400,0,179909419,0.0913722,0.00371954
1467,37296100,0,179909419,0.0913099,0.00372961
1468,32267900,0,179909419,0.0912478,0.00322679
1469,42932900,0,179909419,0.0911857,0.00429329
1470,43156800,0,179909419,0.0911237,0.00431568
1471,43745700,0,161455908,0.0817215,0.00437457
1472,38045700,0,162726698,0.0823088,0.00380457
1473,42310000,0,163997488,0.0828953,0.004231
1474,38628800,0,165268278,0.083481,0.00386288
1475,32147700,0,166539125,0.0840659,0.00321477
1476,32551700,0,167809915,0.0846501,0.00325517
1477,31847100,0,169080705,0.0852334,0.00318471
1478,31745600,0,170351495,0.0858159,0.00317456
1479,29804600,0,171622285,0.0863977,0.00298046
1480,29943300,0,172893075,0.0869787,0.00299433
1481,29420700,0,174163865,0.0875588,0.00294207
1482,28883900,0,175434655,0.0881382,0.00288839
1483,30107400,0,176705445,0.0887168,0.00301074
1484,32640500,0,177976235,0.0892947,0.00326405
1485,33112100,0,179247025,0.0898718,0.00331121
1486,31616600,0,180517815,0.090448,0.00316166
1487,31334100,0,181788605,0.0910236,0.00313341
1488,29515300,0,183059395,0.0915983,0.00295153
1489,29484600,0,184330185,0.0921723,0.00294846
1490,32077100,0,185600975,0.0927455,0.00320771
1491,35766200,0,186871765,0.0933179,0.00357662
1492,32269600,0,188142555,0.0938896,0.00322696
1493,31639500,0,189413345,0.0944605,0.00316395
1494,31710300,0,190697447,0.0950372,0.00317103
1495,44839400,0,191981549,0.0956132,0.00448394
1496,67207900,0,193265651,0.0961885,0.00672079
1497,40195100,0,194549753,0.0967629,0.00401951
1498,37897300,0,195852287,0.0973458,0.00378973
1499,43569600,0,197154821,0.0979279,0.00435696
1500,40104600,0,198457355,0.0985092,0.00401046
1501,36516000,0,198457355,0.0984436,0.0036516
1502,26983600,0,198457355,0.0983781,0.00269836
1503,46707000,0,198457355,0.0983127,0.0046707
1504,39401300,0,198457355,0.0982473,0.00394013
1505,36390200,0,198457355,0.0981821,0.00363902
1506,37678100,0,198457355,0.098117,0.00376781
1507,49668900,0,159953999,0.0790285,0.00496689
1508,38166900,0,161295445,0.0796385,0.00381669
1509,29574000,0,162636948,0.0802477,0.0029574
1510,34097600,0,163978394,0.080856,0.00340976
1511,29833500,0,165319840,0.0814635,0.00298335
1512,33985700,0,166661286,0.0820703,0.00339857
1513,47243800,0,168017068,0.0826833,0.00472438
1514,218184100,0,302234798,0.148635,0.02181841
1515,25404800,0,302365933,0.148602,0.00254048
1516,37089200,0,302497011,0.148568,0.00370892
1517,32217400,0,302628089,0.148535,0.00322174
1518,24909800,0,302759167,0.148501,0.00249098
1519,24281300,0,302890245,0.148468,0.00242813
1520,24224600,0,303021323,0.148434,0.00242246
1521,26523100,0,303152401,0.148401,0.00265231
1522,23955600,0,303283479,0.148368,0.00239556
1523,23234300,0,303431965,0.148343,0.00232343
1524,30071400,0,303593763,0.148325,0.00300714
1525,32412400,0,303755561,0.148306,0.00324124
1526,37729600,0,303917359,0.148288,0.00377296
1527,38228100,0,304079157,0.14827,0.00382281
1528,38603100,0,304079157,0.148173,0.00386031
1529,24667500,0,304079157,0.148076,0.00246675
1530,26486400,0,304079157,0.14798,0.00264864
1531,23615900,0,304079157,0.147883,0.00236159
1532,24640500,0,304079157,0.147786,0.00246405
1533,34563700,0,304079157,0.14769,0.00345637
1534,25716600,0,304079157,0.147594,0.00257166
1535,30108500,0,304079157,0.147498,0.00301085
1536,34463800,0,304079157,0.147402,0.00344638
1537,29877500,0,304079157,0.147306,0.00298775
1538,30643600,0,304079157,0.14721,0.00306436
1539,27228700,0,304079157,0.147115,0.00272287
1540,27917600,0,304079157,0.147019,0.00279176
1541,26823200,0,304079157,0.146924,0.00268232
1542,27996400,0,304079157,0.146829,0.00279964
1543,25415000,0,304079157,0.146734,0.0025415
1544,26283700,0,304079157,0.146639,0.00262837
1545,29335600,0,304079157,0.146544,0.00293356
1546,28015600,0,304079157,0.146449,0.00280156
1547,27806900,0,304079157,0.146354,0.00278069
1548,26867700,0,304079157,0.14626,0.00268677
1549,27906900,0,304079157,0.146166,0.00279069
1550,28097000,0,304079157,0.146071,0.0028097
1551,26205300,0,304079157,0.145977,0.00262053
1552,23916600,0,304079157,0.145883,0.00239166
1553,34910700,0,304079157,0.145789,0.00349107
1554,37753200,0,304079157,0.145696,0.00377532
1555,27923700,0,304079157,0.145602,0.00279237
1556,30504100,0,304079157,0.145508,0.00305041
1557,25075600,0,304079157,0.145415,0.00250756
1558,27242600,0,304079157,0.145322,0.00272426
1559,34029800,0,304079157,0.145229,0.00340298
1560,41563700,0,304079157,0.145136,0.00415637
1561,35132900,0,304079157,0.145043,0.00351329
1562,26293300,0,304079157,0.14495,0.00262933
1563,27120900,0,304079157,0.144857,0.00271209
1564,30789000,0,304079157,0.144765,0.0030789
1565,36228300,0,304079157,0.144672,0.00362283
1566,27127300,0,173546239,0.0825157,0.00271273
1567,24557400,0,173787909,0.0825779,0.00245574
1568,26642700,0,174029579,0.08264,0.00266427
1569,27224600,0,174271249,0.082702,0.00272246
1570,34116300,0,174512919,0.082764,0.00341163
1571,37664100,0,174754589,0.0828259,0.00376641
1572,31833400,0,174996259,0.0828877,0.00318334
1573,29700100,0,175237929,0.0829495,0.00297001
1574,34236200,0,175479599,0.0830111,0.00342362
1575,29719800,0,175721269,0.0830727,0.00297198
1576,25686400,0,175962996,0.0831342,0.00256864
1577,26184100,0,176204666,0.0831956,0.00261841
1578,26585000,0,176469888,0.0832681,0.0026585
1579,31831000,0,176735110,0.0833405,0.0031831
1580,37483100,0,177000332,0.0834127,0.00374831
1581,33431400,0,177265554,0.0834849,0.00334314
1582,28919900,0,177530776,0.083557,0.00289199
1583,30196000,0,177795998,0.083629,0.0030196
1584,31894300,0,178061277,0.0837009,0.00318943
1585,33000500,0,178326499,0.0837728,0.00330005
1586,28647700,0,178591721,0.0838445,0.00286477
1587,26572600,0,178856943,0.0839161,0.00265726
1588,24568800,0,179122165,0.0839877,0.00245688
1589,25503200,0,179387387,0.0840591,0.00255032
1590,26584100,0,179652609,0.0841305,0.00265841
1591,23909900,0,179917831,0.0842018,0.00239099
1592,33074700,0,180183053,0.084273,0.00330747
1593,30965000,0,180448275,0.0843441,0.0030965
1594,40048100,0,180713497,0.0844151,0.00400481
1595,31483300,0,180978719,0.084486,0.00314833
1596,32041900,0,181243941,0.0845568,0.00320419
1597,32515400,0,181509163,0.0846276,0.00325154
1598,35413500,0,181774385,0.0846982,0.00354135
1599,28544900,0,182059063,0.0847779,0.00285449
