frame_n,nano_sec,sec,size,compression rate,
5909,26433500,0,746618239,0.0941242,0.00264335
5910,28896400,0,746618239,0.0941083,0.00288964
5911,30699200,0,746618239,0.0940923,0.00306992
5912,31764700,0,746618239,0.0940764,0.00317647
5913,33935000,0,746618239,0.0940605,0.0033935
5914,27006600,0,746618239,0.0940446,0.00270066
5915,34650000,0,746618239,0.0940287,0.003465
5916,26367300,0,746618239,0.0940128,0.00263673
5917,26485200,0,746618239,0.0939969,0.00264852
5918,26561600,0,746618239,0.0939811,0.00265616
5919,26729200,0,746618239,0.0939652,0.00267292
5920,25376600,0,746618239,0.0939493,0.00253766
5921,26030500,0,746618239,0.0939335,0.00260305
5922,33291900,0,746618239,0.0939176,0.00332919
5923,25524600,0,746618239,0.0939017,0.00255246
5924,25347000,0,746618239,0.0938859,0.0025347
5925,26062100,0,746618239,0.0938701,0.00260621
5926,25271900,0,720693294,0.0905953,0.00252719
5927,26547500,0,721881140,0.0907293,0.00265475
5928,27694600,0,723068986,0.0908633,0.00276946
5929,28088500,0,724256832,0.0909972,0.00280885
5930,27031300,0,725456966,0.0911326,0.00270313
5931,27328200,0,726657100,0.091268,0.00273282
5932,31747700,0,727871570,0.0914051,0.00317477
5933,34933800,0,729086040,0.0915422,0.00349338
5934,28805100,0,730300567,0.0916792,0.00288051
5935,29411900,0,731515037,0.0918162,0.00294119
5936,27829300,0,732729507,0.0919532,0.00278293
5937,28366300,0,733943977,0.0920901,0.00283663
5938,34287300,0,735158447,0.0922269,0.00342873
5939,31631700,0,736372917,0.0923637,0.00316317
5940,36201500,0,737587387,0.0925005,0.00362015
5941,28024800,0,738801857,0.0926372,0.00280248
5942,28057700,0,740016327,0.0927739,0.00280577
5943,26963800,0,741230797,0.0929105,0.00269638
5944,30146900,0,742445267,0.0930471,0.00301469
5945,34527600,0,743659737,0.0931836,0.00345276
5946,28905700,0,744874207,0.0933201,0.00289057
5947,26854800,0,746088677,0.0934565,0.00268548
5948,26566500,0,747303147,0.0935929,0.00265665
5949,26105600,0,748517617,0.0937293,0.00261056
5950,26270900,0,749732087,0.0938656,0.00262709
5951,25275900,0,750962941,0.0940039,0.00252759
5952,26762300,0,752193795,0.0941421,0.00267623
5953,26793000,0,753424649,0.0942803,0.0026793
5954,28937800,0,754680079,0.0944216,0.00289378
5955,31795600,0,755935509,0.0945628,0.00317956
5956,43905900,0,755935509,0.0945469,0.00439059
5957,29113400,0,755935509,0.094531,0.00291134
5958,31249300,0,755935509,0.0945152,0.00312493
5959,26378200,0,755935509,0.0944993,0.00263782
5960,27931300,0,755935509,0.0944834,0.00279313
5961,32522000,0,755935509,0.0944676,0.0032522
5962,34028500,0,755935509,0.0944518,0.00340285
5963,34481700,0,684697888,0.0855365,0.00344817
5964,34035300,0,686019878,0.0856873,0.00340353
5965,26936800,0,687341925,0.085838,0.00269368
5966,26547500,0,688663915,0.0859887,0.00265475
5967,50844800,0,690006385,0.0861419,0.00508448
5968,193578800,0,824224115,0.102881,0.01935788
5969,26676100,0,824355250,0.10288,0.00266761
5970,25363600,0,824486328,0.102879,0.00253636
5971,22522000,0,824617406,0.102878,0.0022522
5972,23383600,0,824748484,0.102877,0.00233836
5973,26435100,0,824893898,0.102878,0.00264351
5974,24469400,0,825039312,0.102879,0.00244694
5975,24975400,0,825184726,0.10288,0.00249754
5976,26202500,0,825330140,0.102881,0.00262025
5977,26229000,0,825475554,0.102882,0.0026229
5978,28533000,0,825620968,0.102883,0.0028533
5979,27778900,0,825766382,0.102884,0.00277789
5980,28320100,0,825911796,0.102885,0.00283201
5981,28958400,0,826057210,0.102885,0.00289584
5982,28692800,0,826057210,0.102868,0.00286928
5983,26872900,0,826057210,0.102851,0.00268729
5984,44150300,0,826057210,0.102834,0.00441503
5985,34745200,0,826057210,0.102817,0.00347452
5986,25157000,0,826057210,0.102799,0.0025157
5987,25483000,0,826057210,0.102782,0.0025483
5988,28217300,0,826057210,0.102765,0.00282173
5989,31622000,0,826057210,0.102748,0.0031622
5990,26468300,0,826057210,0.102731,0.00264683
5991,26486500,0,826057210,0.102714,0.00264865
5992,27141800,0,826057210,0.102697,0.00271418
5993,27939400,0,826057210,0.102679,0.00279394
5994,46893100,0,826057210,0.102662,0.00468931
5995,29094600,0,826057210,0.102645,0.00290946
5996,36682700,0,826057210,0.102628,0.00366827
5997,26468700,0,698087699,0.0867149,0.00264687
5998,24405400,0,698308889,0.0867279,0.00244054
5999,26160900,0,698547487,0.0867431,0.00261609
6000,25609300,0,698786085,0.0867582,0.00256093
6001,25247200,0,699024683,0.0867734,0.00252472
6002,26153900,0,699263281,0.0867886,0.00261539
6003,27031100,0,699501879,0.0868037,0.00270311
6004,27347100,0,699740477,0.0868189,0.00273471
6005,29007800,0,699979075,0.086834,0.00290078
6006,23054900,0,700217730,0.0868492,0.00230549
6007,25785900,0,700456328,0.0868643,0.00257859
6008,25750600,0,700694926,0.0868794,0.00257506
6009,26505300,0,700933524,0.0868945,0.00265053
6010,24094000,0,701189530,0.0869118,0.0024094
6011,26260800,0,701445536,0.0869291,0.00262608
6012,25045200,0,701701542,0.0869464,0.00250452
6013,26113100,0,701957548,0.0869636,0.00261131
6014,27297700,0,702213554,0.0869809,0.00272977
6015,28812400,0,702469560,0.0869981,0.00288124
6016,30651100,0,702725566,0.0870153,0.00306511
6017,40509200,0,702725566,0.0870009,0.00405092
6018,24198300,0,702725566,0.0869864,0.00241983
6019,27270700,0,702725566,0.086972,0.00272707
6020,26489800,0,696684757,0.08621,0.00264898
6021,27546100,0,696940763,0.0862274,0.00275461
6022,26701800,0,697196769,0.0862447,0.00267018
6023,26663900,0,697452775,0.0862621,0.00266639
6024,23505800,0,697708781,0.0862794,0.00235058
6025,22803500,0,697964787,0.0862968,0.00228035
6026,22563800,0,698220793,0.0863141,0.00225638
6027,23358900,0,698476799,0.0863314,0.00233589
6028,24219100,0,698732805,0.0863487,0.00242191
6029,24036600,0,698988811,0.086366,0.00240366
6030,24906900,0,699244817,0.0863834,0.00249069
6031,24236300,0,699500823,0.0864007,0.00242363
6032,23057900,0,699756829,0.0864179,0.00230579
6033,26206200,0,700025123,0.0864368,0.00262062
6034,25119100,0,700293417,0.0864556,0.00251191
6035,24493800,0,700561711,0.0864744,0.00244938
6036,26083700,0,700830005,0.0864931,0.00260837
6037,25862300,0,701098299,0.0865119,0.00258623
6038,26560400,0,701366593,0.0865307,0.00265604
6039,27985900,0,701634887,0.0865495,0.00279859
6040,30204200,0,701903181,0.0865682,0.00302042
6041,29007200,0,702171475,0.086587,0.00290072
6042,31017500,0,702439769,0.0866057,0.00310175
6043,24486500,0,702708120,0.0866245,0.00244865
6044,26073000,0,702976414,0.0866432,0.0026073
6045,24001200,0,703244708,0.0866619,0.00240012
6046,25797700,0,703513002,0.0866807,0.00257977
6047,25247400,0,703781296,0.0866994,0.00252474
6048,23047700,0,704049590,0.0867181,0.00230477
6049,24734500,0,704317884,0.0867368,0.00247345
6050,27151300,0,704586178,0.0867555,0.00271513
6051,24636500,0,704854472,0.0867742,0.00246365
6052,26988000,0,705122766,0.0867929,0.0026988
6053,25016600,0,705391060,0.0868116,0.00250166
6054,25290100,0,705672666,0.0868319,0.00252901
6055,24976100,0,705954272,0.0868522,0.00249761
6056,25683600,0,706235878,0.0868725,0.00256836
6057,25542700,0,706517484,0.0868928,0.00255427
6058,25769300,0,706799090,0.0869131,0.00257693
6059,34091600,0,707097080,0.0869354,0.00340916
6060,32753100,0,707395070,0.0869577,0.00327531
6061,23583800,0,707693117,0.0869799,0.00235838
6062,23430600,0,707991107,0.0870022,0.00234306
6063,23464700,0,708289097,0.0870245,0.00234647
6064,26360900,0,708587087,0.0870467,0.00263609
6065,24422400,0,708885077,0.087069,0.00244224
6066,24519400,0,709183067,0.0870912,0.00245194
6067,23846100,0,709481057,0.0871135,0.00238461
6068,22735400,0,709779047,0.0871357,0.00227354
6069,24196500,0,710090349,0.0871596,0.00241965
6070,24787000,0,710401651,0.0871834,0.0024787
6071,27794100,0,710712953,0.0872072,0.00277941
6072,27715700,0,711024255,0.0872311,0.00277157
6073,27280300,0,711335557,0.0872549,0.00272803
6074,28850700,0,711646859,0.0872787,0.00288507
6075,31058900,0,711958161,0.0873025,0.00310589
6076,30042900,0,712269463,0.0873263,0.00300429
6077,33228200,0,712580765,0.0873501,0.00332282
6078,32842400,0,712580765,0.0873357,0.00328424
6079,28498200,0,712580765,0.0873214,0.00284982
6080,29490000,0,697870238,0.0855047,0.002949
6081,25393400,0,698198948,0.0855309,0.00253934
6082,31791000,0,698527658,0.0855571,0.0031791
6083,27432600,0,698856368,0.0855833,0.00274326
6084,26114800,0,699185078,0.0856094,0.00261148
6085,27050800,0,699513788,0.0856356,0.00270508
6086,29953400,0,699842498,0.0856618,0.00299534
6087,35164600,0,700183496,0.0856894,0.00351646
6088,24781600,0,700524551,0.0857171,0.00247816
6089,23380000,0,700865549,0.0857448,0.002338
6090,23813600,0,701206547,0.0857724,0.00238136
6091,24548600,0,701547545,0.0858,0.00245486
6092,23282800,0,701888543,0.0858276,0.00232828
6093,23995200,0,702229541,0.0858552,0.00239952
6094,23851100,0,702570539,0.0858828,0.00238511
6095,23590700,0,702911537,0.0859104,0.00235907
6096,23188700,0,703252535,0.085938,0.00231887
6097,26801100,0,703616061,0.0859683,0.00268011
6098,28906800,0,703979587,0.0859986,0.00289068
6099,26871100,0,704343113,0.0860289,0.00268711
6100,27201000,0,704706639,0.0860592,0.0027201
6101,29965900,0,705070165,0.0860895,0.00299659
6102,35967900,0,705433691,0.0861198,0.00359679
6103,31112800,0,705433691,0.0861057,0.00311128
6104,24476600,0,705433691,0.0860916,0.00244766
6105,24144100,0,705433691,0.0860775,0.00241441
6106,30146000,0,705433691,0.0860634,0.0030146
6107,24872200,0,705433691,0.0860493,0.00248722
6108,24748200,0,705433691,0.0860352,0.00247482
6109,23753500,0,705433691,0.0860211,0.00237535
6110,25175300,0,700570208,0.0854141,0.00251753
6111,25620500,0,700933734,0.0854444,0.00256205
6112,25822300,0,701297260,0.0854748,0.00258223
6113,23676600,0,701660786,0.0855051,0.00236766
6114,23838800,0,702024312,0.0855354,0.00238388
6115,22659200,0,702387838,0.0855657,0.00226592
6116,23173900,0,702751364,0.085596,0.00231739
6117,24721700,0,703114890,0.0856263,0.00247217
6118,24740400,0,703478416,0.0856565,0.00247404
6119,23989500,0,703841942,0.0856868,0.00239895
6120,25996500,0,704205468,0.085717,0.00259965
6121,24875100,0,704568994,0.0857473,0.00248751
6122,24736800,0,704932520,0.0857775,0.00247368
6123,23855000,0,705296046,0.0858077,0.0023855
6124,24501500,0,705659572,0.0858379,0.00245015
6125,23334500,0,706023098,0.0858681,0.00233345
6126,23776700,0,706386624,0.0858983,0.00237767
6127,23867900,0,706750150,0.0859285,0.00238679
6128,23893700,0,707113676,0.0859587,0.00238937
6129,24398700,0,707477202,0.0859888,0.00243987
6130,24375600,0,707840728,0.086019,0.00243756
6131,25871200,0,708204254,0.0860491,0.00258712
6132,33504000,0,708567780,0.0860793,0.0033504
6133,23683100,0,708931306,0.0861094,0.00236831
6134,25296700,0,709294832,0.0861395,0.00252967
6135,27099400,0,709658358,0.0861696,0.00270994
6136,26200600,0,710034172,0.0862012,0.00262006
6137,29131900,0,710431490,0.0862354,0.00291319
6138,38123900,0,710828808,0.0862695,0.00381239
6139,30450100,0,711226126,0.0863037,0.00304501
6140,28741800,0,711623444,0.0863378,0.00287418
6141,25618000,0,712020819,0.086372,0.0025618
6142,30252200,0,712438617,0.0864086,0.00302522
6143,24174200,0,712856415,0.0864452,0.00241742
6144,24313800,0,713274213,0.0864818,0.00243138
6145,24327800,0,713692011,0.0865184,0.00243278
6146,38496200,0,714125169,0.0865568,0.00384962
6147,37195900,0,714558327,0.0865952,0.00371959
6148,33786700,0,714991485,0.0866336,0.00337867
6149,34925000,0,715424643,0.086672,0.0034925
6150,36523600,0,715857801,0.0867104,0.00365236
6151,30843700,0,716301199,0.08675,0.00308437
6152,33315100,0,716744597,0.0867896,0.00333151
6153,23975700,0,717209556,0.0868318,0.00239757
6154,24386400,0,717674458,0.0868739,0.00243864
6155,23982500,0,718139360,0.0869161,0.00239825
6156,24929700,0,718604262,0.0869582,0.00249297
6157,26489600,0,719069164,0.0870004,0.00264896
6158,24653900,0,719534066,0.0870425,0.00246539
6159,24151700,0,719998968,0.0870846,0.00241517
6160,25931600,0,720463870,0.0871267,0.00259316
6161,27624800,0,720928772,0.0871687,0.00276248
6162,24660600,0,721393674,0.0872108,0.00246606
6163,29015600,0,721858576,0.0872528,0.00290156
6164,40759800,0,722323478,0.0872949,0.00407598
6165,35798100,0,722806812,0.0873391,0.00357981
6166,32829900,0,723290146,0.0873834,0.00328299
6167,27492800,0,723787816,0.0874293,0.00274928
6168,28908100,0,724285486,0.0874752,0.00289081
6169,30039000,0,724783156,0.0875212,0.0030039
6170,29286500,0,724783156,0.087507,0.00292865
6171,24047400,0,701220598,0.0846484,0.00240474
6172,23435900,0,701732604,0.0846965,0.00234359
6173,27789300,0,702264066,0.0847469,0.00277893
6174,26861700,0,702795528,0.0847973,0.00268617
6175,28536300,0,703326990,0.0848477,0.00285363
6176,25084500,0,703858509,0.0848981,0.00250845
6177,24505500,0,704389971,0.0849484,0.00245055
6178,24382200,0,704921433,0.0849988,0.00243822
6179,23803400,0,705452895,0.0850491,0.00238034
6180,23177900,0,705984357,0.0850994,0.00231779
6181,25369100,0,706515819,0.0851497,0.00253691
6182,25453800,0,707047281,0.0851999,0.00254538
6183,26366000,0,707578743,0.0852502,0.0026366
6184,24357900,0,708110205,0.0853004,0.00243579
6185,24749500,0,708641667,0.0853507,0.00247495
6186,24840900,0,709173129,0.0854009,0.00248409
6187,26238500,0,709704591,0.0854511,0.00262385
6188,23848700,0,710236053,0.0855012,0.00238487
6189,23728700,0,710767515,0.0855514,0.00237287
6190,23734500,0,711298977,0.0856015,0.00237345
6191,27275900,0,711830439,0.0856517,0.00272759
6192,26292300,0,712361901,0.0857018,0.00262923
6193,26937300,0,712893363,0.0857519,0.00269373
6194,26778800,0,713424825,0.0858019,0.00267788
6195,24215200,0,713956287,0.085852,0.00242152
6196,24308700,0,714487749,0.085902,0.00243087
6197,23720200,0,715019211,0.0859521,0.00237202
6198,23651900,0,715550673,0.0860021,0.00236519
6199,24264600,0,716082135,0.0860521,0.00242646
6200,25525900,0,716613597,0.086102,0.00255259
6201,23551200,0,717145059,0.086152,0.00235512
6202,24886200,0,717676521,0.086202,0.00248862
6203,24409400,0,718207983,0.0862519,0.00244094
6204,30978200,0,718739445,0.0863018,0.00309782
6205,26959700,0,719270907,0.0863517,0.00269597
6206,27115200,0,719802369,0.0864016,0.00271152
6207,24803600,0,720333831,0.0864514,0.00248036
6208,24767100,0,720865293,0.0865013,0.00247671
6209,25156600,0,721396755,0.0865511,0.00251566
6210,24560100,0,721928217,0.0866009,0.00245601
6211,25475100,0,722459679,0.0866507,0.00254751
6212,24804600,0,722991141,0.0867005,0.00248046
6213,24855400,0,723522603,0.0867503,0.00248554
6214,23758100,0,724054065,0.0868001,0.00237581
6215,28070800,0,724585527,0.0868498,0.00280708
6216,28576100,0,725116989,0.0868995,0.00285761
6217,33497800,0,725648451,0.0869492,0.00334978
6218,38782100,0,726179913,0.0869989,0.00387821
6219,31653800,0,726711375,0.0870486,0.00316538
6220,24823600,0,727258197,0.0871001,0.00248236
6221,25837800,0,727805019,0.0871515,0.00258378
6222,26079700,0,728351841,0.087203,0.00260797
6223,26607700,0,728898663,0.0872545,0.00266077
6224,30950400,0,729445485,0.0873059,0.00309504
6225,29603000,0,729992307,0.0873573,0.0029603
6226,36597900,0,730554489,0.0874106,0.00365979
6227,32904100,0,730554489,0.0873965,0.00329041
6228,25788900,0,730554489,0.0873825,0.00257889
6229,28711300,0,730554489,0.0873685,0.00287113
6230,31805500,0,730554489,0.0873544,0.00318055
6231,29825700,0,730554489,0.0873404,0.00298257
6232,28990600,0,730554489,0.0873264,0.00289906
6233,26302300,0,730554489,0.0873124,0.00263023
6234,31468300,0,730554489,0.0872984,0.00314683
6235,27933400,0,730554489,0.0872844,0.00279334
6236,25157600,0,709110668,0.0847088,0.00251576
6237,30385300,0,709687186,0.084764,0.00303853
6238,31308500,0,710263704,0.0848193,0.00313085
6239,34078000,0,710840222,0.0848745,0.0034078
6240,30533800,0,711416740,0.0849298,0.00305338
6241,46478400,0,711993258,0.084985,0.00464784
6242,35744300,0,712569776,0.0850402,0.00357443
6243,45238200,0,713146294,0.0850954,0.00452382
6244,49464000,0,713722812,0.0851505,0.0049464
6245,42478600,0,714299330,0.0852056,0.00424786
6246,33674100,0,714875905,0.0852608,0.00336741
6247,33538700,0,715452423,0.0853159,0.00335387
6248,33454400,0,716028941,0.085371,0.00334544
6249,25519800,0,716605459,0.085426,0.00255198
6250,26092800,0,717181977,0.0854811,0.00260928
6251,33593100,0,717758495,0.0855361,0.00335931
6252,36143900,0,718335013,0.0855911,0.00361439
6253,29635400,0,718911531,0.0856461,0.00296354
6254,29919600,0,719488049,0.0857011,0.00299196
6255,38000200,0,720064567,0.0857561,0.00380002
6256,34792700,0,720641085,0.085811,0.00347927
6257,32457500,0,721217603,0.0858659,0.00324575
6258,32649200,0,721794121,0.0859208,0.00326492
6259,34097900,0,722370639,0.0859757,0.00340979
6260,32963000,0,722947157,0.0860306,0.0032963
6261,35505400,0,723523675,0.0860855,0.00355054
6262,25445000,0,724100193,0.0861403,0.0025445
6263,32997400,0,724676711,0.0861951,0.00329974
6264,44607700,0,725253229,0.0862499,0.00446077
6265,41934100,0,725829747,0.0863047,0.00419341
6266,38904700,0,726406265,0.0863595,0.00389047
6267,44851300,0,726982783,0.0864142,0.00448513
6268,39625600,0,727559301,0.086469,0.00396256
6269,33516000,0,728135819,0.0865237,0.0033516
6270,30353900,0,728712337,0.0865784,0.00303539
6271,42117400,0,729288855,0.0866331,0.00421174
6272,48069500,0,729882781,0.0866898,0.00480695
6273,34019900,0,730476707,0.0867465,0.00340199
6274,34711400,0,731070633,0.0868032,0.00347114
6275,41581000,0,731664559,0.0868599,0.0041581
6276,38341000,0,732258485,0.0869165,0.0038341
6277,37575600,0,732852411,0.0869732,0.00375756
6278,35527500,0,733446337,0.0870298,0.00355275
6279,32654300,0,707401609,0.083926,0.00326543
6280,24928000,0,708013967,0.0839853,0.0024928
6281,25199100,0,708626325,0.0840445,0.00251991
6282,25049800,0,709238683,0.0841038,0.00250498
6283,29857200,0,709851041,0.084163,0.00298572
6284,23704000,0,710463399,0.0842222,0.0023704
6285,23955500,0,711075757,0.0842814,0.00239555
6286,23666200,0,711688115,0.0843405,0.00236662
6287,26154500,0,712300473,0.0843997,0.00261545
6288,31780700,0,712912831,0.0844588,0.00317807
6289,27083900,0,713525189,0.0845179,0.00270839
6290,25524800,0,714137547,0.084577,0.00255248
6291,24834300,0,714749905,0.0846361,0.00248343
6292,24841000,0,715362263,0.0846951,0.0024841
6293,24614200,0,715974621,0.0847542,0.00246142
6294,25431400,0,716586979,0.0848132,0.00254314
6295,28225200,0,717219817,0.0848746,0.00282252
6296,28957300,0,717852655,0.084936,0.00289573
6297,26649200,0,718485493,0.0849974,0.00266492
6298,27347100,0,719133691,0.0850605,0.00273471
6299,28970500,0,719781889,0.0851237,0.00289705
6300,24280300,0,720430144,0.0851868,0.00242803
6301,24652500,0,721078342,0.08525,0.00246525
6302,23984000,0,721726540,0.0853131,0.0023984
6303,24445100,0,722374738,0.0853761,0.00244451
6304,23289700,0,723022936,0.0854392,0.00232897
6305,23123600,0,723671134,0.0855022,0.00231236
6306,23665100,0,724319332,0.0855652,0.00236651
6307,24069800,0,724967530,0.0856282,0.00240698
6308,23837200,0,725615728,0.0856912,0.00238372
6309,25031900,0,726263926,0.0857542,0.00250319
6310,27812500,0,726926460,0.0858188,0.00278125
6311,29627000,0,727588994,0.0858834,0.0029627
6312,28805100,0,728251528,0.085948,0.00288051
6313,31571300,0,728914062,0.0860126,0.00315713
6314,28856300,0,729576596,0.0860771,0.00288563
6315,31075400,0,730255514,0.0861436,0.00310754
6316,29791500,0,730934432,0.08621,0.00297915
6317,25138900,0,731613407,0.0862764,0.00251389
6318,24029600,0,732292325,0.0863428,0.00240296
6319,24422700,0,732971243,0.0864092,0.00244227
6320,24083400,0,733650161,0.0864756,0.00240834
6321,25168800,0,734329079,0.0865419,0.00251688
6322,25454000,0,735007997,0.0866082,0.0025454
6323,24164400,0,735686915,0.0866745,0.00241644
6324,26993100,0,736365833,0.0867408,0.00269931
6325,25460300,0,737044751,0.086807,0.00254603
6326,25918500,0,737723669,0.0868732,0.00259185
6327,34156300,0,738418971,0.0869414,0.00341563
6328,32380300,0,739114273,0.0870095,0.00323803
6329,31324800,0,739809575,0.0870776,0.00313248
6330,31297400,0,740504877,0.0871456,0.00312974
6331,33223700,0,741200179,0.0872137,0.00332237
6332,29943400,0,741895481,0.0872817,0.00299434
6333,29808000,0,742590783,0.0873497,0.0029808
6334,30909300,0,743286085,0.0874177,0.00309093
6335,32245600,0,743286085,0.0874039,0.00322456
6336,26526600,0,743286085,0.0873901,0.00265266
6337,25987400,0,743286085,0.0873763,0.00259874
6338,26141900,0,743286085,0.0873626,0.00261419
6339,25334400,0,714470535,0.0839625,0.00253344
6340,24751600,0,715184269,0.0840331,0.00247516
6341,24918600,0,715898003,0.0841037,0.00249186
6342,24494000,0,716611737,0.0841743,0.0024494
6343,24569800,0,717325471,0.0842448,0.00245698
6344,24997600,0,718039205,0.0843154,0.00249976
6345,24441200,0,718752939,0.0843859,0.00244412
6346,24612800,0,719466673,0.0844563,0.00246128
6347,25139600,0,720180407,0.0845268,0.00251396
6348,24200700,0,720894141,0.0845973,0.00242007
6349,23206500,0,721607875,0.0846677,0.00232065
6350,22856400,0,722321609,0.0847381,0.00228564
6351,24558500,0,723035343,0.0848085,0.00245585
6352,31007700,0,723749077,0.0848788,0.00310077
6353,35684200,0,724462811,0.0849491,0.00356842
6354,30202800,0,725176545,0.0850195,0.00302028
6355,32239400,0,725890279,0.0850898,0.00322394
6356,30663800,0,726604013,0.08516,0.00306638
6357,31371000,0,727317747,0.0852303,0.0031371
6358,32343900,0,728031481,0.0853005,0.00323439
6359,26698900,0,728745215,0.0853707,0.00266989
6360,32726200,0,729458949,0.0854409,0.00327262
6361,30614700,0,730172683,0.085511,0.00306147
6362,26174700,0,730904849,0.0855833,0.00261747
6363,29117000,0,731652375,0.0856574,0.0029117
6364,28394700,0,732399901,0.0857314,0.00283947
6365,30024200,0,733147427,0.0858054,0.00300242
6366,29654800,0,733895010,0.0858794,0.00296548
6367,26559300,0,734642536,0.0859534,0.00265593
6368,27770400,0,735390062,0.0860274,0.00277704
6369,27170000,0,736137588,0.0861013,0.002717
6370,28857200,0,736885114,0.0861752,0.00288572
6371,28328100,0,737632640,0.0862491,0.00283281
6372,30395700,0,738380166,0.0863229,0.00303957
6373,26737700,0,739127692,0.0863968,0.00267377
6374,26393100,0,739875218,0.0864706,0.00263931
6375,28410000,0,740622744,0.0865444,0.002841
6376,26699500,0,741383582,0.0866197,0.00266995
6377,26570900,0,742144420,0.086695,0.00265709
6378,30336800,0,742905258,0.0867703,0.00303368
6379,30818500,0,743666096,0.0868455,0.00308185
6380,49754700,0,744426934,0.0869207,0.00497547
6381,38487800,0,745187772,0.0869959,0.00384878
6382,34222200,0,745948610,0.0870711,0.00342222
6383,33808900,0,746709448,0.0871463,0.00338089
6384,36750700,0,747470286,0.0872214,0.00367507
6385,30635600,0,748231181,0.0872965,0.00306356
6386,25732600,0,748992019,0.0873716,0.00257326
6387,24640300,0,749752857,0.0874467,0.00246403
6388,24435100,0,750513695,0.0875217,0.00244351
6389,30259500,0,751274533,0.0875967,0.00302595
6390,31819400,0,752035371,0.0876717,0.00318194
6391,31162000,0,752796209,0.0877467,0.0031162
6392,39030000,0,753557047,0.0878216,0.003903
6393,27756300,0,754338365,0.0878989,0.00277563
6394,26204100,0,755119683,0.0879762,0.00262041
6395,27218500,0,755901001,0.0880535,0.00272185
6396,28025900,0,756682319,0.0881307,0.00280259
6397,31572100,0,757463637,0.0882079,0.00315721
6398,32776100,0,758244955,0.0882851,0.00327761
6399,33355900,0,758244955,0.0882713,0.00333559
6400,24596100,0,758244955,0.0882575,0.00245961
6401,27918000,0,758244955,0.0882438,0.0027918
6402,25882100,0,758244955,0.08823,0.00258821
6403,31398400,0,758244955,0.0882162,0.00313984
6404,31076800,0,758244955,0.0882024,0.00310768
6405,26338400,0,758244955,0.0881887,0.00263384
6406,24809500,0,758244955,0.0881749,0.00248095
6407,25110000,0,758244955,0.0881611,0.002511
6408,24546800,0,758244955,0.0881474,0.00245468
6409,34650300,0,758244955,0.0881336,0.00346503
6410,26558800,0,758244955,0.0881199,0.00265588
6411,25851500,0,726666603,0.0844368,0.00258515
6412,27124100,0,727468401,0.0845168,0.00271241
6413,28006600,0,728270199,0.0845968,0.00280066
6414,30393500,0,729071997,0.0846767,0.00303935
6415,24704300,0,729873852,0.0847566,0.00247043
6416,34764200,0,730675650,0.0848365,0.00347642
6417,29250400,0,731477448,0.0849164,0.00292504
6418,29233200,0,732279246,0.0849962,0.00292332
6419,25571100,0,733081044,0.085076,0.00255711
6420,26385600,0,733882842,0.0851558,0.00263856
6421,25053300,0,734684640,0.0852356,0.00250533
6422,26066900,0,735486438,0.0853153,0.00260669
6423,28308100,0,736288236,0.085395,0.00283081
6424,29812600,0,737090034,0.0854747,0.00298126
6425,27909100,0,737891832,0.0855544,0.00279091
6426,29346300,0,738693630,0.085634,0.00293463
6427,29370400,0,739495428,0.0857136,0.00293704
6428,30158100,0,740314634,0.0857952,0.00301581
6429,28049700,0,741133840,0.0858768,0.00280497
6430,31361100,0,741953046,0.0859583,0.00313611
6431,29120400,0,742772252,0.0860399,0.00291204
6432,36172300,0,743591458,0.0861214,0.00361723
6433,30155700,0,744410664,0.0862029,0.00301557
6434,34293000,0,745229870,0.0862843,0.0034293
6435,41007000,0,745229870,0.0862709,0.0041007
6436,35074900,0,745229870,0.0862575,0.00350749
6437,37293700,0,745229870,0.0862441,0.00372937
6438,41549800,0,745229870,0.0862307,0.00415498
6439,30274500,0,745229870,0.0862173,0.00302745
6440,35763800,0,745229870,0.0862039,0.00357638
6441,37992000,0,745229870,0.0861906,0.0037992
6442,34186600,0,745229870,0.0861772,0.00341866
6443,30317500,0,745229870,0.0861638,0.00303175
6444,30121500,0,745229870,0.0861504,0.00301215
6445,32627000,0,745229870,0.0861371,0.0032627
6446,29803100,0,745229870,0.0861237,0.00298031
6447,33017900,0,745229870,0.0861104,0.00330179
6448,38559500,0,745229870,0.086097,0.00385595
6449,37243300,0,732162745,0.0845742,0.00372433
6450,25418900,0,732999359,0.0846577,0.00254189
6451,29069100,0,733853381,0.0847432,0.00290691
6452,33700100,0,734707403,0.0848287,0.00337001
6453,35593100,0,735561425,0.0849142,0.00355931
6454,40683200,0,736415504,0.0849996,0.00406832
6455,32579500,0,737269526,0.085085,0.00325795
6456,33377000,0,738123548,0.0851703,0.0033377
6457,32543800,0,738977570,0.0852557,0.00325438
6458,31345400,0,739831592,0.085341,0.00313454
6459,31182700,0,740685614,0.0854263,0.00311827
6460,34867100,0,741539636,0.0855116,0.00348671
6461,35320200,0,742393658,0.0855968,0.00353202
6462,31794100,0,743247680,0.085682,0.00317941
6463,31058700,0,744101702,0.0857672,0.00310587
6464,28210300,0,744955724,0.0858523,0.00282103
6465,30537000,0,745809746,0.0859375,0.0030537
6466,29307300,0,746663768,0.0860226,0.00293073
6467,30434000,0,747517790,0.0861076,0.0030434
6468,30290200,0,748371812,0.0861927,0.00302902
6469,34911700,0,749246314,0.0862801,0.00349117
6470,29298700,0,750120816,0.0863674,0.00292987
